rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.61190435,6.65E-06,-6.65E-06,180.892284,4.13E-04,-4.13E-04,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6.11E+03,2.76E+01,-2.76E+01,7.4,2.20E+00,-7.30E-01,753,,,76.15,66.33,-21.39,277.2,1,q1_q17_dr25_tce,5795,156,-173,4.508,0.039,-0.208,0.919,0.273,-0.091,289.11221,51.737381,15.14
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.539183147,5.07E-06,-5.07E-06,169.67494,1.60E-03,-1.60E-03,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,3.82E+02,1.14E+01,-1.14E+01,2.06,2.90E-01,-2.80E-01,1332,,,743.09,290.34,-212.44,38.9,1,q1_q17_dr25_tce,5519,82,-74,4.35,0.126,-0.103,1.062,0.154,-0.14,291.43997,37.905659,15.026
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.770300385,9.54E-06,-9.54E-06,170.57662,1.08E-03,-1.08E-03,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1.30E+03,2.97E+01,-2.97E+01,2.77,4.60E-01,-1.50E-01,812,,,102.87,53.88,-21.24,50.8,1,q1_q17_dr25_tce,5653,166,-166,4.656,0.028,-0.112,0.679,0.112,-0.037,290.87051,38.273628,15.591
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.06036336,5.84E-05,-5.84E-05,147.46554,2.41E-03,-2.41E-03,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1.49E+03,4.51E+01,-4.51E+01,1.96,1.30E-01,-1.60E-01,361,,,4,0.89,-0.9,35.2,2,q1_q17_dr25_tce,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1,0,0,0,0,46.1842039,2.65E-04,-2.65E-04,165.23729,4.30E-03,-4.30E-03,0.013,0.415,-0.013,4.758,0.13,-0.13,1.39E+03,5.64E+01,-5.64E+01,1.83,1.20E-01,-1.50E-01,273,,,1.32,0.29,-0.3,26,3,q1_q17_dr25_tce,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,0,0,0,0,23.9800854,2.00E-04,-2.00E-04,147.537,6.47E-03,-6.47E-03,0.95,0.004,-0.66,5.351,0.177,-0.177,1.04E+02,6.50E+00,-6.50E+00,1.31,2.00E-01,-1.30E-01,649,,,41.94,17.84,-10.73,17.1,4,q1_q17_dr25_tce,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.994,0,0,0,0,7.82502168,3.89E-05,-3.89E-05,136.54995,4.36E-03,-4.36E-03,0.708,0.234,-0.487,2.186,0.12,-0.12,5.21E+02,3.64E+01,-3.64E+01,1.2,8.00E-02,-1.00E-01,494,,,14.05,3.1,-3.19,15.9,4,q1_q17_dr25_tce,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.895936525,7.71E-07,-7.71E-07,170.527552,1.57E-04,-1.57E-04,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8.54E+03,2.95E+01,-2.95E+01,7.34,1.53E+00,-6.50E-01,1005,,,241.62,155.31,-64.19,370.8,1,q1_q17_dr25_tce,5557,167,-167,4.592,0.034,-0.136,0.774,0.161,-0.069,294.65524,39.308361,15.725
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,22.36646466,9.76E-05,-9.76E-05,175.45862,3.54E-03,-3.54E-03,0.4,0.066,-0.4,5.228,0.122,-0.122,9.87E+02,3.51E+01,-3.51E+01,2.32,3.80E-01,-1.60E-01,536,,,19.45,10.29,-4.56,32.1,1,q1_q17_dr25_tce,5395,160,-160,4.615,0.032,-0.104,0.734,0.122,-0.052,294.71063,39.52174,15.583
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.625522174,1.58E-07,-1.58E-07,170.8266564,7.61E-05,-7.61E-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7.97E+03,1.18E+01,-1.18E+01,9.73,1.41E+00,-1.42E+00,1579,,,1467.41,576.36,-452.24,799.7,1,q1_q17_dr25_tce,5539,83,-74,4.322,0.137,-0.1,1.106,0.161,-0.161,293.87192,38.422939,15.001
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1,0,0,0,0,143.2063047,2.35E-04,-2.35E-04,154.23552,1.30E-03,-1.30E-03,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,1.06E+04,8.24E+01,-8.24E+01,8.9,8.20E-01,-3.80E-01,308,,,2.14,0.59,-0.35,138.8,2,q1_q17_dr25_tce,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.95,0,0,0,0,6.164876,4.64E-05,-4.64E-05,135.63916,6.61E-03,-6.61E-03,0.646,0.323,-0.43,3.262,0.186,-0.186,5.58E+01,4.30E+00,-4.30E+00,0.79,1.30E-01,-8.00E-02,1021,,,256.35,109.03,-65.57,14.4,3,q1_q17_dr25_tce,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.745,0,0,0,0,60.32494216,3.21E-05,-3.21E-05,243.892578,4.23E-04,-4.23E-04,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,2.03E+04,6.40E+01,-6.40E+01,12.19,1.11E+00,-5.20E-01,411,,,6.77,1.89,-1.09,347.2,1,q1_q17_dr25_tce,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,0,0,0,0,29.1598615,2.53E-04,-2.53E-04,150.69922,7.18E-03,-7.18E-03,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,4.88E+02,4.35E+01,-4.35E+01,1.91,2.00E-01,-7.00E-02,524,,,17.85,5.61,-2.68,11.6,,,5485,99,-112,4.556,0.014,-0.094,0.867,0.092,-0.034,285.28363,38.947281,15.403
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,1.50E+04,2.03E+01,-2.03E+01,11.3,3.09E+00,-1.33E+00,1539,,,1329.42,1067.75,-412.98,1009.3,1,q1_q17_dr25_tce,5934,160,-178,4.491,0.065,-0.195,0.893,0.244,-0.105,285.21381,39.027481,15.53
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.50588921,3.21E-05,-3.21E-05,181.43428,1.22E-03,-1.22E-03,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2.11E+03,3.10E+01,-3.10E+01,3.41,2.80E-01,-3.10E-01,518,,,17.06,5.47,-4.61,78.5,1,q1_q17_dr25_tce,4905,148,-148,4.544,0.072,-0.044,0.761,0.063,-0.07,289.31543,39.153278,15.398
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.340218842,3.18E-06,-3.18E-06,171.979062,7.50E-04,-7.50E-04,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1.63E+03,2.66E+01,-2.66E+01,2.03,1.30E-01,-1.70E-01,656,,,43.73,9.67,-9.92,71.6,1,q1_q17_dr25_tce,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.64932728,5.20E-05,-5.20E-05,174.771,2.24E-03,-2.24E-03,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,8.94E+02,2.09E+01,-2.09E+01,3.12,4.70E-01,-2.80E-01,701,,,57.13,22.99,-12.26,46.1,1,q1_q17_dr25_tce,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.90144976,1.07E-05,-1.07E-05,138.60548,1.75E-03,-1.75E-03,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,1.41E+02,2.90E+00,-2.90E+00,1.7,8.00E-02,-5.00E-02,1262,,,598.74,84.12,-66.83,50.6,3,q1_q17_dr25_tce,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.75192101,4.83E-05,-4.83E-05,138.78608,3.60E-03,-3.60E-03,0.949,0.028,-0.673,4.793,0.181,-0.181,4.18E+02,1.62E+01,-1.62E+01,2.76,4.30E-01,-2.40E-01,870,,,135.66,54.6,-29.09,28.5,3,q1_q17_dr25_tce,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1,0,0,0,0,38.5576546,1.77E-04,-1.77E-04,163.85063,4.07E-03,-4.07E-03,0.911,0.025,-0.663,5.794,0.199,-0.199,9.93E+02,2.68E+01,-2.68E+01,4.02,6.20E-01,-3.60E-01,550,,,21.71,8.73,-4.66,39.7,2,q1_q17_dr25_tce,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,3.525632539,1.50E-07,-1.50E-07,170.0479951,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,2.23E+04,1.31E+01,-1.31E+01,11.58,9.00E-01,-4.80E-01,975,,,213.12,50.79,-29.54,1996.7,1,q1_q17_dr25_tce,5150,82,-82,4.572,0.02,-0.064,0.793,0.062,-0.033,290.58173,40.5774,15.224
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.748094239,7.55E-06,-7.55E-06,174.997206,7.65E-04,-7.65E-04,0.517,0.237,-0.325,3.5957,0.043,-0.043,2.47E+03,2.57E+01,-2.57E+01,5.52,1.70E+00,-5.60E-01,964,,,204.39,186.49,-63.82,113.2,1,q1_q17_dr25_tce,5973,169,-232,4.439,0.052,-0.221,1.085,0.334,-0.111,294.4899,39.771439,15.67
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1,0,0,0,0,23.96793669,9.25E-05,-9.25E-05,186.22182,3.05E-03,-3.05E-03,0.416,0.053,-0.416,3.827,0.113,-0.113,1.18E+03,4.61E+01,-4.61E+01,1.8,1.00E-01,-1.50E-01,329,,,2.77,0.58,-0.64,27.5,1,q1_q17_dr25_tce,3747,75,-83,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414
116,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.11437482,1.09E-05,-1.09E-05,176.33968,1.07E-03,-1.07E-03,0.573,0,-0.468,2.2736,0.0447,-0.0447,1.56E+03,3.20E+01,-3.20E+01,2.1,1.40E-01,-1.60E-01,460,,,10.55,2.46,-2.31,56.4,1,q1_q17_dr25_tce,3692,73,-83,4.753,0.032,-0.039,0.517,0.035,-0.039,288.81201,40.033401,15.877
120,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,14.74914825,2.17E-05,-2.17E-05,138.77799,1.18E-03,-1.18E-03,0.173,0.262,-0.173,6.0995,0.044,-0.044,4.30E+02,4.20E+00,-4.20E+00,2.89,1.30E-01,-1.00E-01,874,,,137.91,19.38,-15.39,107.4,1,q1_q17_dr25_tce,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
121,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.81295996,7.23E-05,-7.23E-05,174.01085,2.61E-03,-2.61E-03,0.053,0.394,-0.053,4.3791,0.091,-0.091,1.18E+03,3.58E+01,-3.58E+01,3.38,9.10E-01,-4.90E-01,639,,,39.33,31.88,-13.85,37.8,1,q1_q17_dr25_tce,5601,166,-166,4.41,0.116,-0.188,0.999,0.269,-0.145,294.77686,40.15374,15.54
124,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.37562369,1.02E-05,-1.02E-05,173.61402,6.08E-04,-6.08E-04,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,1.53E+04,1.14E+02,-1.14E+02,11.01,4.40E-01,-8.20E-01,600,,,30.54,4.61,-5.99,166,1,q1_q17_dr25_tce,4986,79,-79,4.496,0.075,-0.025,0.833,0.033,-0.062,283.25354,40.358189,16.422
125,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.10363271,2.03E-05,-2.03E-05,176.9486,2.05E-03,-2.05E-03,0.047,0.409,-0.047,3.161,0.0635,-0.0635,8.88E+02,2.45E+01,-2.45E+01,2.11,1.80E-01,-2.00E-01,687,,,52.82,16.3,-14.35,39.3,1,q1_q17_dr25_tce,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
126,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.71510843,1.94E-05,-1.94E-05,134.96178,3.24E-03,-3.24E-03,0.258,0.195,-0.258,2.506,0.103,-0.103,4.18E+02,2.20E+01,-2.20E+01,1.46,1.20E-01,-1.40E-01,823,,,108.84,33.58,-29.57,21.3,2,q1_q17_dr25_tce,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
127,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.365839713,8.06E-06,-8.06E-06,171.13575,1.00E-03,-1.00E-03,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,7.81E+02,1.31E+01,-1.31E+01,2.44,6.00E-01,-2.10E-01,914,,,165.33,121.73,-40.81,70.8,1,q1_q17_dr25_tce,5776,155,-155,4.554,0.042,-0.168,0.849,0.212,-0.071,291.14951,40.420521,15.09
130,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,1.09E+04,2.58E+01,-2.58E+01,8.99,8.00E-01,-9.90E-01,1021,,,257.29,86.59,-76.86,568.2,1,q1_q17_dr25_tce,5035,151,-151,4.519,0.084,-0.063,0.791,0.071,-0.087,299.3161,40.82238,15.028
131,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.33528675,1.99E-05,-1.99E-05,174.00278,1.03E-03,-1.03E-03,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3.08E+03,3.90E+01,-3.90E+01,5,4.90E-01,-1.80E-01,610,,,32.67,9.96,-4.63,86.6,2,q1_q17_dr25_tce,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
132,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,7.95825328,7.67E-05,-7.67E-05,137.80219,7.67E-03,-7.67E-03,0.706,0.237,-0.494,4.377,0.229,-0.229,5.00E+01,3.70E+00,-3.70E+00,1.06,5.00E-02,-4.00E-02,1074,,,314.15,44.14,-35.07,14.7,4,q1_q17_dr25_tce,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
133,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1,0,0,0,0,31.33046135,3.98E-05,-3.98E-05,153.43031,1.03E-03,-1.03E-03,0.798,0.021,-0.043,5.176,0.102,-0.102,5.07E+03,4.84E+01,-4.84E+01,6.5,6.40E-01,-2.30E-01,481,,,12.61,3.84,-1.79,117.2,1,q1_q17_dr25_tce,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
137,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,23.65369415,1.75E-05,-1.75E-05,171.376107,6.03E-04,-6.03E-04,0.008,0.169,-0.008,8.2183,0.021,-0.021,3.34E+03,1.32E+01,-1.32E+01,7.89,1.38E+00,-1.52E+00,731,,,67.65,33.37,-26.59,266.3,1,q1_q17_dr25_tce,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
138,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,13.23352214,4.50E-05,-4.50E-05,140.32196,2.75E-03,-2.75E-03,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,5.05E+02,1.08E+01,-1.08E+01,3.06,5.40E-01,-5.80E-01,888,,,146.67,72.35,-57.65,49.1,2,q1_q17_dr25_tce,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
139,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.15560285,2.70E-05,-2.70E-05,134.81656,3.45E-03,-3.45E-03,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,2.85E+02,8.60E+00,-8.60E+00,2.32,4.00E-01,-4.50E-01,1146,,,406.94,200.73,-159.95,35.1,3,q1_q17_dr25_tce,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
140,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.090811305,9.57E-06,-9.57E-06,134.17462,3.98E-03,-3.98E-03,0.746,0.053,-0.521,3.388,0.106,-0.106,1.16E+02,6.40E+00,-6.40E+00,1.62,2.80E-01,-3.20E-01,1642,,,1718.04,847.46,-675.28,19.9,5,q1_q17_dr25_tce,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
141,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,3.180027898,7.28E-06,-7.28E-06,133.49863,1.81E-03,-1.81E-03,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,1.20E+02,2.70E+00,-2.70E+00,1.53,7.00E-02,-5.00E-02,1458,,,1066.86,149.88,-119.09,50.4,2,q1_q17_dr25_tce,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
142,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.989,0,0,0,0,50.4467417,6.51E-04,-6.51E-04,178.5014,1.03E-02,-1.03E-02,0.379,0.111,-0.378,7.159,0.247,-0.247,3.70E+02,2.01E+01,-2.01E+01,2.67,4.70E-01,-5.10E-01,568,,,24.64,12.16,-9.68,19.4,4,q1_q17_dr25_tce,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
143,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.76307164,2.04E-05,-2.04E-05,180.93613,1.30E-03,-1.30E-03,0.048,0.393,-0.048,2.9076,0.05,-0.05,1.04E+03,2.39E+01,-2.39E+01,2.35,1.70E-01,-8.00E-02,616,,,33.99,8.24,-4.84,48.9,1,q1_q17_dr25_tce,4959,99,,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
144,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.878,0,0,0,0,56.2279271,3.13E-04,-3.13E-04,132.29259,4.71E-03,-4.71E-03,0.7,0.208,-0.496,3.57,0.134,-0.134,8.63E+02,4.49E+01,-4.49E+01,2.37,1.70E-01,-9.00E-02,366,,,4.22,1.02,-0.6,20.9,2,q1_q17_dr25_tce,4959,99,0,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
146,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.953547,1.91E-05,-1.91E-05,174.66224,1.82E-03,-1.82E-03,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,8.75E+02,2.53E+01,-2.53E+01,2.25,7.00E-02,-1.40E-01,696,,,55.37,7.15,-10.12,38.4,1,q1_q17_dr25_tce,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
147,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.14451656,1.44E-05,-1.44E-05,135.92831,3.13E-03,-3.13E-03,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,3.92E+02,1.98E+01,-1.98E+01,1.48,5.00E-02,-9.00E-02,864,,,132.08,17.05,-24.15,22.8,2,q1_q17_dr25_tce,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
149,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,10.52629458,1.78E-06,-1.78E-06,176.522462,1.36E-04,-1.36E-04,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9.77E+03,2.64E+01,-2.64E+01,8.24,1.48E+00,-8.00E-01,713,,,61.16,34.56,-16.93,482.3,1,q1_q17_dr25_tce,5386,159,-159,4.553,0.056,-0.104,0.793,0.143,-0.077,293.87811,41.66177,15.305
150,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.583520948,4.18E-06,-4.18E-06,169.973972,7.33E-04,-7.33E-04,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3.81E+03,4.45E+01,-4.45E+01,5.39,1.60E+00,-5.30E-01,1038,,,274.98,239.18,-77.52,99.5,1,q1_q17_dr25_tce,5815,157,-175,4.54,0.038,-0.212,0.877,0.26,-0.087,299.18686,41.74268,15.287
151,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,0.876,0,0,0,0,3.76181843,1.14E-05,-1.14E-05,171.90364,2.09E-03,-2.09E-03,0.926,0,-0.663,3.5176,0.0901,-0.0901,5.11E+02,1.64E+01,-1.64E+01,2.66,7.30E-01,-2.60E-01,1121,,,372.62,300.78,-104.51,35.9,1,q1_q17_dr25_tce,5653,154,-171,4.472,0.062,-0.188,0.949,0.26,-0.093,283.31638,41.83712,15.257
152,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.20396958,1.49E-05,-1.49E-05,169.69138,1.43E-03,-1.43E-03,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1.02E+03,2.12E+01,-2.12E+01,3.01,2.40E-01,-3.00E-01,742,,,71.5,22.24,-20.23,54.4,1,q1_q17_dr25_tce,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
153,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1,0,0,0,0,14.49645186,6.36E-05,-6.36E-05,143.41659,4.09E-03,-4.09E-03,0.97,0.002,-0.663,4.016,0.305,-0.305,6.48E+02,2.67E+01,-2.67E+01,3.01,2.40E-01,-3.00E-01,613,,,33.48,10.42,-9.47,25.7,2,q1_q17_dr25_tce,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
155,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.71809866,2.32E-05,-2.32E-05,175.35526,1.52E-03,-1.52E-03,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,1.15E+03,2.45E+01,-2.45E+01,2.31,1.70E-01,-2.20E-01,562,,,23.6,6.56,-6.6,52.7,1,q1_q17_dr25_tce,4702,128,-142,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389
156,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,36.06588163,8.31E-05,-8.31E-05,198.58423,1.72E-03,-1.72E-03,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1.56E+03,3.21E+01,-3.21E+01,2.64,1.90E-01,-2.60E-01,397,,,5.88,1.64,-1.64,51.7,2,q1_q17_dr25_tce,4702,128,-142,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389
157,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.190425659,1.61E-06,-1.61E-06,171.44122,3.06E-04,-3.06E-04,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2.88E+03,1.41E+01,-1.41E+01,6.21,2.05E+00,-8.20E-01,1234,,,547.9,549.04,-194.78,240.6,1,q1_q17_dr25_tce,6073,190,-232,4.392,0.072,-0.217,1.135,0.375,-0.15,293.49661,41.137589,15.27
158,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.709870784,3.04E-06,-3.04E-06,171.987982,6.38E-04,-6.38E-04,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,2.02E+03,2.01E+01,-2.01E+01,4.35,6.40E-01,-2.80E-01,1151,,,415.1,163.27,-72.1,116.1,1,q1_q17_dr25_tce,5727,77,-85,4.463,0.04,-0.12,0.978,0.146,-0.062,283.86441,41.346458,15.581
159,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.3297527,3.61E-05,-3.61E-05,177.29506,1.81E-03,-1.81E-03,0.791,0.091,-0.541,6.271,0.112,-0.112,1.19E+03,1.81E+01,-1.81E+01,3.75,1.11E+00,-4.70E-01,727,,,66.08,57.11,-21.98,74.6,1,q1_q17_dr25_tce,5878,158,-193,4.444,0.084,-0.196,0.987,0.291,-0.125,288.51001,41.301769,15.447
160,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,27.80756622,4.75E-06,-4.75E-06,186.713552,1.34E-04,-1.34E-04,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,2.54E+04,4.73E+01,-4.73E+01,13.84,3.63E+00,-1.21E+00,554,,,22.24,17.69,-5.87,748.1,1,q1_q17_dr25_tce,5862,177,-177,4.584,0.044,-0.176,0.785,0.206,-0.069,296.88821,41.396091,15.482
